cl_id	DTXSID	PREFERRED_NAME	DTXCID	CASRN
356	19	DTXSID3021483	Phenylacetaldehyde	DTXCID501483	122-78-1
357	19	DTXSID3021774	Acenaphthene	DTXCID201774	83-32-9
358	19	DTXSID8021800	N,N-Diethylaniline	DTXCID701800	91-66-7
359	19	DTXSID6021828	Acetophenone	DTXCID501828	98-86-2
360	19	DTXSID9021847	Diphenyl oxide	DTXCID701847	101-84-8
361	19	DTXSID4021848	N-Ethyl-3-methylaniline	DTXCID101848	102-27-2
362	19	DTXSID9021897	3-Methylpyridine	DTXCID201897	108-99-6
363	19	DTXSID1021952	Triphenyl phosphate	DTXCID201952	115-86-6
364	19	DTXSID0021961	Benzophenone	DTXCID101961	119-61-9
365	19	DTXSID4021975	Diphenylamine	DTXCID001975	122-39-4
366	19	DTXSID6022056	1,3-Dichlorobenzene	DTXCID102056	541-73-1
367	19	DTXSID8023927	p-Bromodiphenyl ether	DTXCID503927	101-55-3
368	19	DTXSID8024072	Diphenamid	DTXCID304072	957-51-7
369	19	DTXSID4024274	Propachlor	DTXCID504274	1918-16-7
370	19	DTXSID6024460	4-Aminoazobenzene	DTXCID004460	60-09-3
371	19	DTXSID8024814	4-Chlorotoluene	DTXCID904814	106-43-4
372	19	DTXSID6024836	3,7-Dimethyl-2,6-octadienal	DTXCID304836	5392-40-5
373	19	DTXSID7024873	Cyanuric acid	DTXCID304873	108-80-5
374	19	DTXSID1025017	Dicumyl peroxide	DTXCID605017	80-43-3
375	19	DTXSID6025018	Dicyclohexylamine	DTXCID005018	101-83-7
376	19	DTXSID3025091	3,3'-Dimethoxybenzidine	DTXCID605091	119-90-4
377	19	DTXSID6025272	Ethyl anthranilate	DTXCID805272	87-25-2
378	19	DTXSID6025436	8-Hydroxyquinoline sulfate	DTXCID605436	134-31-6
379	19	DTXSID6025486	Isoproterenol hydrochloride	DTXCID105486	51-30-9
380	19	DTXSID0025523	Maltol	DTXCID305523	118-71-8
381	19	DTXSID8025595	N,N'-Methylenebisacrylamide	DTXCID205595	110-26-9
382	19	DTXSID4025662	Methyl styryl ketone	DTXCID305662	122-57-6
383	19	DTXSID4025791	2-Nitrotoluene	DTXCID005791	88-72-2
384	19	DTXSID2025892	N-Phenyl-1-naphthylamine	DTXCID605892	90-30-2
385	19	DTXSID8026141	Thioglycolic acid	DTXCID406141	68-11-1
386	19	DTXSID0026252	Triphenyl phosphite	DTXCID306252	101-02-0
387	19	DTXSID0026258	Tris(2-chloroethyl) phosphite	DTXCID706258	140-08-9
388	19	DTXSID2026496	alpha-Terpinyl acetate	DTXCID506496	80-26-2
389	19	DTXSID5026623	4-tert-Butylcyclohexanol	DTXCID606623	98-52-2
390	19	DTXSID3026641	1,3-Benzenedicarbonyl dichloride	DTXCID406641	99-63-8
391	19	DTXSID1026665	3-Pyridinecarbonitrile	DTXCID606665	100-54-9
392	19	DTXSID4027076	Dodecyl sulfate triethanolamine	DTXCID207076	139-96-8
393	19	DTXSID1027184	Decamethylcyclopentasiloxane	DTXCID907184	541-02-6
394	19	DTXSID0027222	Terpinolene	DTXCID507222	586-62-9
395	19	DTXSID1027500	2-Propoxyethanol	DTXCID707500	2807-30-9
396	19	DTXSID9027522	Octrizole	DTXCID107522	3147-75-9
397	19	DTXSID1029124	1,2,4,5-Tetramethylbenzene	DTXCID309124	95-93-2
398	19	DTXSID8029650	Menthol	DTXCID30805	1490-04-6
399	19	DTXSID1030606	Acesulfame potassium	DTXCID9010606	55589-62-3
400	19	DTXSID9032329	Bensulide	DTXCID7012329	741-58-2
401	19	DTXSID1032359	Cyprodinil	DTXCID9012359	121552-61-2
402	19	DTXSID7032630	N-Benzyladenine	DTXCID5012630	1214-39-7
403	19	DTXSID2032637	Pymetrozine	DTXCID0012637	123312-89-0
404	19	DTXSID8034324	Phoxim	DTXCID6014324	14816-18-3
405	19	DTXSID8034401	Buprofezin	DTXCID6014401	69327-76-0
406	19	DTXSID8034588	Famoxadone	DTXCID6014588	131807-57-3
407	19	DTXSID2034590	Fenamidone	DTXCID0014590	161326-34-7
408	19	DTXSID3034872	Chloridazon	DTXCID1014872	1698-60-8
409	19	DTXSID8034877	Pyrimethanil	DTXCID6014877	53112-28-0
410	19	DTXSID5038830	1,1-Dimethyl-2-phenylethyl butanoate	DTXCID3018830	10094-34-5
411	19	DTXSID4040343	Benzyl bromoacetate	DTXCID2020343	5437-45-6
412	19	DTXSID7040360	Isoxadifen-ethyl	DTXCID5020360	163520-33-0
413	19	DTXSID5040700	Trimethoxyphenylsilane	DTXCID3020700	2996-92-1
414	19	DTXSID3041247	1,3-Diphenyl-1,3-propanedione	DTXCID1021247	120-46-7
415	19	DTXSID0041274	1-Phenyl-1H-pyrrole-2,5-dione	DTXCID8021274	941-69-5
416	19	DTXSID9041491	3-Phenyl-2-propen-1-ol	DTXCID7021491	104-54-1
417	19	DTXSID4041492	3-Phenylhexane	DTXCID2021492	4468-42-2
418	19	DTXSID6041636	(+/-)-alpha-Methylbenzyl acetate	DTXCID4021636	93-92-5
419	19	DTXSID5041691	Butam	DTXCID3021691	35256-85-0
420	19	DTXSID3041877	Dimethylbenzylcarbinyl acetate	DTXCID1021877	151-05-3
421	19	DTXSID7041889	Diphenyl phosphite	DTXCID5021889	4712-55-4
422	19	DTXSID1041891	Diphenylmethane	DTXCID9021891	101-81-5
423	19	DTXSID4042121	Mepanipyrim	DTXCID2022121	110235-47-7
424	19	DTXSID3042130	Diphenylmercury(II)	DTXCID1022130	587-85-9
425	19	DTXSID8042189	N,N-Diisopropylaniline	DTXCID6022189	4107-98-6
426	19	DTXSID3042219	Propylbenzene	DTXCID1022219	103-65-1
427	19	DTXSID7042356	2-(3-Phenylpropyl)pyridine	DTXCID5022356	2110-18-1
428	19	DTXSID8042422	Styrene glycol	DTXCID6022422	93-56-1
429	19	DTXSID1044693	Magnesium dibenzoate	DTXCID9024693	553-70-8
430	19	DTXSID3047138	tert-Butylbenzene	DTXCID1027138	98-06-6
431	19	DTXSID1047576	Cotinine	DTXCID9027576	486-56-6
432	19	DTXSID5048182	Cyclohexylphenylketone	DTXCID1028156	712-50-5
433	19	DTXSID9048194	Heptanophenone	DTXCID0028169	1671-75-6
434	19	DTXSID1048201	Cyclobutyl phenyl ketone	DTXCID9028176	5407-98-7
435	19	DTXSID6048202	Isopropyl phenyl ketone	DTXCID4028177	611-70-1
436	19	DTXSID1048207	Diphenyl phosphate	DTXCID3028182	838-85-7
437	19	DTXSID1048209	tert-Butyl phenyl ketone	DTXCID3028184	938-16-9
438	19	DTXSID5021122	Phenobarbital	DTXCID701122	50-06-6
439	20	DTXSID8024315	Myclobutanil	DTXCID304315	88671-89-0
440	20	DTXSID9032113	Tebuconazole	DTXCID7012113	107534-96-3
441	20	DTXSID8032548	Fenbuconazole	DTXCID6012548	114369-43-6
442	20	DTXSID0032601	Cyproconazole	DTXCID8012601	94361-06-5
443	21	DTXSID2020006	Acetaminophen	DTXCID606	103-90-2
444	21	DTXSID7020182	Bisphenol A	DTXCID30182	80-05-7
445	21	DTXSID1020221	4-tert-Butylphenol	DTXCID90221	98-54-4
446	21	DTXSID3020465	Diethylstilbestrol	DTXCID10465	56-53-1
447	21	DTXSID7020716	Hydroquinone	DTXCID70716	123-31-9
448	21	DTXSID5020730	8-Hydroxyquinoline	DTXCID30730	148-24-3
449	21	DTXSID2021238	Resorcinol	DTXCID601238	108-46-3
450	21	DTXSID8021771	4-(2-Methylbutan-2-yl)phenol	DTXCID001771	80-46-6
451	21	DTXSID8021856	4-Butylaniline	DTXCID601856	104-13-2
452	21	DTXSID4021977	4-Ethylphenol	DTXCID801977	123-07-9
453	21	DTXSID9022100	4-Propylphenol	DTXCID402100	645-56-7
454	21	DTXSID9022312	4-Octylphenol	DTXCID902312	1806-26-4
455	21	DTXSID8022325	2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane	DTXCID402325	2971-36-0
456	21	DTXSID7022332	4-(Butan-2-yl)phenol	DTXCID502332	99-71-8
457	21	DTXSID9022360	4-(1,1,3,3-Tetramethylbutyl)phenol	DTXCID602360	140-66-9
458	21	DTXSID2022381	meso-Hexestrol	DTXCID602381	84-16-2
459	21	DTXSID0022436	Diphenolic acid	DTXCID302436	126-00-1
460	21	DTXSID4022442	Bisphenol B	DTXCID002442	77-40-7
461	21	DTXSID6022472	Butylbenzene	DTXCID902472	104-51-8
462	21	DTXSID0022480	3-Ethylphenol	DTXCID402480	620-17-7
463	21	DTXSID5022489	E-Cinnamic acid	DTXCID002489	140-10-3
464	21	DTXSID1022508	4-Dodecylphenol	DTXCID402508	104-43-8
465	21	DTXSID4022529	Methylparaben	DTXCID402529	99-76-3
466	21	DTXSID3022536	4-Cumylphenol	DTXCID502536	599-64-4
467	21	DTXSID6024200	m-Cresol	DTXCID804200	108-39-4
468	21	DTXSID6024882	Cycloheximide	DTXCID204882	66-81-9
469	21	DTXSID5025102	3-(Dimethylamino)propylamine	DTXCID505102	109-55-7
470	21	DTXSID6025141	1,3-Dimethylolurea	DTXCID305141	140-95-4
471	21	DTXSID6025567	Methyl 2-aminobenzoate	DTXCID105567	134-20-3
472	21	DTXSID3025881	1,2-Phenylenediamine	DTXCID905881	95-54-5
473	21	DTXSID9026689	N,N,N?,N?-Tetrakis(2-hydroxypropyl)ethylenediamine	DTXCID806689	102-60-3
474	21	DTXSID2026997	4-Methoxybenzaldehyde	DTXCID906997	123-11-5
475	21	DTXSID4032619	Halofenozide	DTXCID2012619	112226-61-6
476	21	DTXSID5033836	4-Nonylphenol	DTXCID001857	104-40-5
477	21	DTXSID4034576	2-Bromo-4-hydroxyacetophenone	DTXCID2014576	2491-38-5
478	21	DTXSID4034948	Tebufenozide	DTXCID2014948	112410-23-8
479	21	DTXSID2037712	4,4',4''-Ethane-1,1,1-triyltriphenol	DTXCID0017712	27955-94-8
480	21	DTXSID2037714	4-Heptylphenol	DTXCID209036	1987-50-4
481	21	DTXSID7037717	Bisphenol AF	DTXCID5017717	1478-61-1
482	21	DTXSID0040707	4-Pentylaniline	DTXCID8020707	33228-44-3
483	21	DTXSID5040708	4-Hexylaniline	DTXCID3020708	33228-45-4
484	21	DTXSID5042299	4-Isopropylphenol	DTXCID3022299	99-89-8
485	21	DTXSID0044571	3-Isopropylphenol	DTXCID8024571	618-45-1
486	21	DTXSID9044825	3-tert-Butylphenol	DTXCID7024825	585-34-2
487	21	DTXSID3047425	4-Butylphenol	DTXCID1027425	1638-22-8
488	21	DTXSID9047594	Sodium 4-octylbenzenesulfonate	DTXCID7027594	6149-03-7
489	21	DTXSID0048183	Enterolactone	DTXCID6028157	78473-71-9
490	21	DTXSID9048192	4-Butylchlorobenzene	DTXCID0028167	15499-27-1
491	21	DTXSID6048206	4-Chloropentylbenzene	DTXCID8028181	79098-20-7
492	21	DTXSID7021869	p-Cresol	DTXCID101869	106-44-5
493	22	DTXSID5020233	Ergocalciferol	DTXCID70233	50-14-6
494	22	DTXSID0020573	17beta-Estradiol	DTXCID80573	50-28-2
495	22	DTXSID9022366	Estriol	DTXCID002366	50-27-1
496	22	DTXSID4022367	Estrone	DTXCID402367	53-16-7
497	22	DTXSID4022369	Fulvestrant	DTXCID202369	129453-61-8
498	22	DTXSID8022377	17alpha-Estradiol	DTXCID702377	57-91-0
499	22	DTXSID6026298	m-Xylene	DTXCID501446	108-38-3
500	22	DTXSID0034192	17beta-Trenbolone	DTXCID8014192	10161-33-8
501	22	DTXSID7047433	Equilin	DTXCID5027433	474-86-2
502	23	DTXSID9020114	Auramine hydrochloride	DTXCID50114	2465-27-2
503	23	DTXSID5020653	Gentian Violet	DTXCID50653	548-62-9
504	23	DTXSID5020869	4,4'-Methylenebis(N,N-dimethylaniline)	DTXCID70869	101-61-1
505	23	DTXSID2020894	Michler's ketone	DTXCID80894	90-94-8
506	23	DTXSID1021455	FD&C Yellow 5	DTXCID401455	1934-21-0
507	23	DTXSID2024242	Paclobutrazol	DTXCID50196503	76738-62-0
508	23	DTXSID9024304	Sethoxydim	DTXCID604304	74051-80-2
509	23	DTXSID4026501	alpha-Pinene	DTXCID006501	80-56-8
510	23	DTXSID2032552	Flufenacet	DTXCID0012552	142459-58-3
511	23	DTXSID5032573	Pyridaben	DTXCID3012573	96489-71-3
512	23	DTXSID0034223	Tebufenpyrad	DTXCID8014223	119168-77-3
513	23	DTXSID4034601	(2R,6S)-Fenpropimorph	DTXCID1032359	67564-91-4
514	23	DTXSID6040371	Fenaminosulf	DTXCID50619	140-56-7
515	23	DTXSID5041273	Pyrazolone T	DTXCID3021273	118-47-8
516	23	DTXSID8047262	CI-1029	DTXCID6027262	207736-05-8
517	23	DTXSID3047263	PharmaGSID_47263	DTXCID1027263	349495-42-7
518	23	DTXSID4047333	PharmaGSID_47333	DTXCID2027333	NOCAS_47333
519	24	DTXSID2020189	FD&C Blue No. 1	DTXCID40189	3844-45-9
520	24	-	-	DTXCID90190	-
521	24	DTXSID3020673	FD&C Green No. 3	DTXCID90673	2353-45-9
522	24	DTXSID2020713	Hydrochlorothiazide	DTXCID80713	58-93-5
523	24	DTXSID8022408	Phenol red	DTXCID202408	143-74-8
524	24	DTXSID2022678	Bicalutamide	DTXCID20820065	90357-06-5
525	24	DTXSID0022777	Celecoxib	DTXCID502777	169590-42-5
526	24	DTXSID9024930	3,4-Diaminotoluene	DTXCID104930	496-72-0
527	24	DTXSID2026523	Symclosene	DTXCID406523	87-90-1
528	24	DTXSID2026529	2-Tert-Butyl-5-methylphenol	DTXCID806529	88-60-8
529	24	DTXSID5026548	2,4,6-Tris(dimethylaminomethyl)phenol	DTXCID006548	90-72-2
530	24	DTXSID2029167	Metam-sodium	DTXCID709167	137-42-8
531	24	DTXSID2034673	Iodosulfuron-methyl-sodium	DTXCID0014673	144550-36-7
532	24	DTXSID5034723	Isoxaflutole	DTXCID3014723	141112-29-0
533	24	DTXSID6036467	Disodium 4,4'-bis(2-sulfostyryl)biphenyl	DTXCID4016467	27344-41-8
534	24	DTXSID4041442	Sodium 2-naphthalenesulfonate	DTXCID2021442	532-02-5
535	24	DTXSID1041639	Sodium m-xylene-4-sulfonate	DTXCID9021639	827-21-4
536	24	DTXSID5041641	2,5-Dimethylbenzenesulfonic acid	DTXCID3021641	609-54-1
537	24	DTXSID5041643	Sodium 2-formylbenzenesulfonate	DTXCID3021643	1008-72-6
538	24	DTXSID6041682	Bromophenol blue	DTXCID4021682	115-39-9
539	24	DTXSID70873122	Disodium 2-(1,3-dioxo-2,3-dihydro-1H-inden-2-yl)quinoline-6,8-disulfonate	DTXCID8021721	1803038-62-1
540	24	DTXSID5041728	C.I. Direct Yellow 12	DTXCID3021728	2870-32-8
541	24	DTXSID3042394	Sodium 1-naphthalenesulfonate	DTXCID1022394	130-14-3
542	24	DTXSID2044553	Sodium 2-methylbenzenesulfonate	DTXCID0024553	15046-75-0
543	24	DTXSID5044578	Sodium 2,5-dimethylbenzenesulfonate	DTXCID3024578	827-19-0
544	24	DTXSID5044788	Naphthalene-2-sulfonic acid	DTXCID3024788	120-18-3
545	24	DTXSID0047290	UK-416244	DTXCID8027290	402910-27-4
546	24	DTXSID6047313	GW473178E methyl benzene sulphonic acid	DTXCID4027313	263553-33-9
547	24	DTXSID9047338	HMR1426	DTXCID7027338	262376-75-0
548	24	DTXSID3047344	Cariporide mesylate	DTXCID1027344	159138-81-5
549	24	DTXSID5047372	AVE3295	DTXCID3027372	478263-98-8
550	24	DTXSID9047598	4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]	DTXCID7027598	41481-66-7
551	25	DTXSID8021517	Maleic acid	DTXCID201517	110-16-7
552	25	DTXSID3021518	Fumaric acid	DTXCID601518	110-17-8
553	25	DTXSID4021553	Decanal	DTXCID801553	112-31-2
554	25	DTXSID0021597	Heptanal	DTXCID601597	111-71-7
555	25	DTXSID9021639	Nonanal	DTXCID801639	124-19-6
556	25	DTXSID3021643	Octanal	DTXCID701643	124-13-0
557	25	DTXSID7021653	Pentanal	DTXCID001653	110-62-3
558	25	DTXSID9021689	Undecane	DTXCID301689	1120-21-4
559	25	DTXSID8021931	1-Hexanol	DTXCID201931	111-27-3
560	25	DTXSID8021937	1-Heptanol	DTXCID601937	111-70-6
561	25	DTXSID7021940	1-Octanol	DTXCID101940	111-87-5
562	25	DTXSID7021946	1-Decanol	DTXCID501946	112-30-1
563	25	DTXSID2021947	1-Tridecanol	DTXCID901947	112-70-9
564	25	DTXSID3021984	1-Dodecanamine	DTXCID901984	124-22-1
565	25	DTXSID3021986	Tributyl phosphate	DTXCID701986	126-73-8
566	25	DTXSID6022008	1-Nonanol	DTXCID402008	143-08-8
567	25	DTXSID4022153	Tetrabutyltin	DTXCID102153	1461-25-2
568	25	DTXSID2022171	1-Decanamine	DTXCID902171	2016-57-1
569	25	DTXSID1024170	Mepiquat chloride	DTXCID704170	24307-26-4
570	25	DTXSID1024174	Tribufos	DTXCID304174	78-48-8
571	25	DTXSID3024657	3-Bromo-1-propanol	DTXCID904657	627-18-9
572	25	DTXSID2024666	1,4-Butanediol	DTXCID804666	110-63-4
573	25	DTXSID9024699	tert-Butyl perbenzoate	DTXCID904699	614-45-9
574	25	DTXSID9025403	Hexyl benzoate	DTXCID505403	6789-88-4
575	25	DTXSID1025805	Octhilinone	DTXCID105805	26530-20-1
576	25	DTXSID1026904	2-Butoxyethyl acetate	DTXCID006904	112-07-2
577	25	DTXSID5026912	2-[2-(2-Methoxyethoxy)ethoxy]ethanol	DTXCID506912	112-35-6
578	25	DTXSID0026915	1-Undecanol	DTXCID706915	112-42-5
579	25	DTXSID5026918	1-Dodecanol	DTXCID906918	112-53-8
580	25	DTXSID6027268	Pentadecane	DTXCID107268	629-62-9
581	25	DTXSID0027270	1-Pentadecanol	DTXCID207270	629-76-5
582	25	DTXSID2027333	3-Aminopropyltriethoxysilane	DTXCID407333	919-30-2
583	25	DTXSID5027356	Tris(2-methoxyethoxy)vinylsilane	DTXCID207356	1067-53-4
584	25	DTXSID9027441	Octabenzone	DTXCID107441	1843-05-6
585	25	DTXSID1027479	2-(2H-Benzotriazol-2-yl)-4-methylphenol	DTXCID207479	2440-22-4
586	25	DTXSID8027581	1,5,9-Cyclododecatriene	DTXCID5065308	4904-61-4
587	25	DTXSID4027997	Dichlormid	DTXCID007997	37764-25-3
588	25	DTXSID0029761	Sodium dichloro-s-triazinetrione dihydrate	DTXCID509761	51580-86-0
589	25	DTXSID5032315	4,5-Dichloro-2-octyl-3(2H)-isothiazolone	DTXCID3012315	64359-81-5
590	25	DTXSID6032516	2-Hydroxyethyl octyl sulfide	DTXCID4012516	3547-33-9
591	25	DTXSID9032537	Didecyldimethylammonium chloride	DTXCID7012537	7173-51-5
592	25	DTXSID9034997	Tributyltetradecylphosphonium chloride	DTXCID7014997	81741-28-8
593	25	DTXSID6035152	1-(Hydroxymethyl)-5,5-dimethylhydantoin	DTXCID4015152	116-25-6
594	25	DTXSID9035204	Tributyltin methacrylate	DTXCID7015204	2155-70-6
595	25	DTXSID3035214	1-Octen-3-ol	DTXCID1015214	3391-86-4
596	25	DTXSID1035288	Codlelure	DTXCID9015288	33956-49-9
597	25	DTXSID5035589	Disiquonium chloride	DTXCID3015589	68959-20-6
598	25	DTXSID5037028	Hexadecyltrimethylammonium bromide	DTXCID3017028	57-09-0
599	25	DTXSID9041289	Myristyltrimethylammonium chlorideN,N,N-Trimethyltetradecan-1-aminium chloride	DTXCID7021289	4574-04-3
600	25	DTXSID3041299	Dihydrojasmone lactone	DTXCID1021299	7011-83-8
601	25	DTXSID0042169	Monotridecyl phosphate	DTXCID8022169	5116-94-9
602	25	DTXSID8042187	N,N'-Dibutylthiourea	DTXCID6022187	109-46-6
603	25	DTXSID7042190	N,N-Dimethyldecylamine oxide	DTXCID5022190	2605-79-0
604	25	DTXSID7042196	Butyl lactate	DTXCID5022196	138-22-7
605	25	DTXSID4042335	Butyl (2S)-2-hydroxypropanoate	DTXCID2022335	34451-19-9
606	25	DTXSID1042491	Triethoxypentylsilane	DTXCID9022491	2761-24-2
607	25	DTXSID8042503	Tripropylene glycol butyl ether	DTXCID6022503	55934-93-5
608	25	DTXSID8044202	Octyl acetate	DTXCID6024202	112-14-1
609	25	DTXSID5044443	N,N-Dibutyl-N-methylbutan-1-aminium chloride	DTXCID3024443	56375-79-2
610	25	DTXSID1044487	Methyltrioctylammonium chloride	DTXCID9024487	5137-55-3
611	26	DTXSID4020379	Dehydroepiandrosterone	DTXCID40379	53-43-0
612	26	DTXSID7037262	Pregnenolone carbonitrile	DTXCID5017262	1434-54-4
613	28	DTXSID8020337	Clomiphene citrate (1:1)	DTXCID00337	50-41-9
614	28	DTXSID8021301	Tamoxifen citrate	DTXCID101301	54965-24-1
615	28	DTXSID9021976	2-Phenoxyethanol	DTXCID401976	122-99-6
616	28	DTXSID4022288	4-Hexyloxyaniline	DTXCID202288	39905-57-2
617	28	DTXSID2022628	Atenolol	DTXCID202628	29122-68-7
618	28	DTXSID5023796	Pentamidine isethionate	DTXCID803796	140-64-7
619	28	DTXSID6024624	Bisphenol A diglycidyl ether	DTXCID804624	1675-54-3
620	28	DTXSID6024676	Butyl acrylate	DTXCID104676	141-32-2
621	28	DTXSID1024704	4-tert-Butyltoluene	DTXCID404704	98-51-1
622	28	DTXSID1025809	Oleic acid	DTXCID705809	112-80-1
623	28	DTXSID5026706	1,2-Diphenoxyethane	DTXCID406706	104-66-5
624	28	DTXSID7032393	Fenoxycarb	DTXCID5012393	72490-01-8
625	28	DTXSID1032640	Pyriproxyfen	DTXCID9012640	95737-68-1
626	28	DTXSID1034187	Tamoxifen	DTXCID9014187	10540-29-1
627	28	DTXSID9034282	4-Chlorophenoxyacetic acid	DTXCID7014282	122-88-3
628	28	DTXSID3037094	4-Hydroxytamoxifen	DTXCID0028161	68392-35-8
629	28	DTXSID0041357	Ethyl (2E,4Z)-deca-2,4-dienoate	DTXCID8021357	3025-30-7
630	28	DTXSID3041663	Benzyl cinnamate	DTXCID1021663	103-41-3
631	28	DTXSID3044203	Pioglitazone hydrochloride	DTXCID1024203	112529-15-4
632	28	DTXSID9047205	2-Ethylhexyl trans-4-methoxycinnamate	DTXCID0028119	83834-59-7
633	28	DTXSID2047274	CP-114271	DTXCID0027274	113734-18-2
634	28	DTXSID4048195	4-(Hexyloxy)phenol	DTXCID9028170	18979-55-0
635	28	DTXSID4048199	4-Butyloxyaniline	DTXCID9028174	4344-55-2
636	28	DTXSID3047342	SR125047	DTXCID1027342	NOCAS_47342
637	29	DTXSID4020290	Pirinixic acid	DTXCID00290	50892-23-4
638	29	DTXSID3020916	1,5-Naphthalenediamine	DTXCID90916	2243-62-1
639	29	DTXSID6021244	Rifampicin	DTXCID301244	13292-46-1
640	29	DTXSID7022043	2,6-Pyridinedicarboxylic acid	DTXCID602043	499-83-2
641	29	DTXSID6022187	2,3,6-Trimethylphenol	DTXCID602187	2416-94-6
642	29	DTXSID6023523	Propofol	DTXCID103523	2078-54-8
643	29	DTXSID9024063	2,6-Dimethylphenol	DTXCID404063	576-26-1
644	29	DTXSID1024124	hifensulfuron methyl	DTXCID804124	79277-27-3
645	29	DTXSID8024159	Isoxaben	DTXCID704159	82558-50-7
646	29	DTXSID7024821	1-Chloro-4-(trifluoromethyl)benzene	DTXCID004821	98-56-6
647	29	DTXSID2025133	1,2-Dimethyl-4-nitrobenzene	DTXCID805133	99-51-4
648	29	DTXSID2025135	1,3-Dimethyl-4-nitrobenzene	DTXCID605135	89-87-2
649	29	DTXSID6025145	2,5-Dimethylphenol	DTXCID905145	95-87-4
650	29	DTXSID5027061	2-Naphthalenol	DTXCID907061	135-19-3
651	29	DTXSID3027320	Sodium 4-nitrophenolate	DTXCID907320	824-78-2
652	29	DTXSID4027496	2,4-D sodium salt	DTXCID607496	2702-72-9
653	29	DTXSID5032365	Dichlobenil	DTXCID3012365	1194-65-6
654	29	DTXSID4032615	Flumetsulam	DTXCID2012615	98967-40-9
655	29	DTXSID8032673	Pyrithiobac-sodium	DTXCID6012673	123343-16-8
656	29	DTXSID8034376	Denatonium benzoate	DTXCID6014376	3734-33-6
657	29	DTXSID7034383	Bispyribac-sodium	DTXCID5014383	125401-92-5
658	29	DTXSID4034528	Diclosulam	DTXCID2014528	145701-21-9
659	29	DTXSID0034803	Penoxsulam	DTXCID8014803	219714-96-2
660	29	DTXSID5041516	2-Ethyl-3-hydroxy-4H-pyran-4-one	DTXCID3021516	4940-11-8
661	29	DTXSID2047301	CP-456773	DTXCID0027301	210826-40-7
662	29	DTXSID1048174	FR167356	DTXCID7028148	174185-16-1
663	30	DTXSID8042399	Sodium abietate	DTXCID6022399	14351-66-7
664	30	DTXSID9048190	Methyl abietate	DTXCID0028165	127-25-3
665	31	DTXSID9020087	(E)-Anethole	DTXCID2087	4180-23-8
666	31	DTXSID3020093	4-Methoxyaniline hydrochloride	DTXCID5093	20265-97-8
667	31	DTXSID2020137	Benzidine	DTXCID80137	92-87-5
668	31	DTXSID9020295	4-Chloroaniline	DTXCID50295	106-47-8
669	31	DTXSID9020299	Chlorobenzilate	DTXCID70299	510-15-6
670	31	DTXSID0020311	Monuron	DTXCID80311	150-68-5
671	31	DTXSID3020336	Clofibrate	DTXCID70336	637-07-0
672	31	DTXSID4020371	Dapsone	DTXCID00371	80-08-0
673	31	DTXSID4020373	p,p'-DDD	DTXCID60373	72-54-8
674	31	DTXSID9020374	p,p'-DDE	DTXCID90374	72-55-9
675	31	DTXSID4020375	Dichlorodiphenyltrichloroethane	DTXCID20375	50-29-3
676	31	DTXSID1020431	1,4-Dichlorobenzene	DTXCID30431	106-46-7
677	31	DTXSID4020450	Dicofol	DTXCID40450	115-32-2
678	31	DTXSID0020498	Dimethyl terephthalate	DTXCID60498	120-61-6
679	31	DTXSID0020575	Estragole	DTXCID40575	140-67-0
680	31	DTXSID4020618	Fadrozole hydrochloride	DTXCID20618	102676-31-3
681	31	DTXSID8020755	Isoniazid	DTXCID20755	54-85-3
682	31	DTXSID9020827	Methoxychlor	DTXCID30827	72-43-5
683	31	DTXSID4020828	4-Methoxyphenol	DTXCID60828	150-76-5
684	31	DTXSID3020889	4-Methylstyrene	DTXCID10889	622-97-9
685	31	DTXSID0021094	4,4'-Oxydianiline	DTXCID401094	101-80-4
686	31	DTXSID9021138	1,4-Benzenediamine	DTXCID401138	106-50-3
687	31	DTXSID9021217	Pyrimethamine	DTXCID601217	58-14-0
688	31	DTXSID3021358	Tolazamide	DTXCID401358	1156-19-0
689	31	DTXSID0021832	N,N,4-Trimethylaniline	DTXCID401832	99-97-8
690	31	DTXSID1021871	4-Chlorophenol	DTXCID201871	106-48-9
691	31	DTXSID6021872	4-Methylaniline	DTXCID601872	106-49-0
692	31	DTXSID0022014	Hydroquinone dimethyl ether	DTXCID102014	150-78-7
693	31	DTXSID3022409	4,4'-Sulfonyldiphenol	DTXCID602409	80-09-1
694	31	DTXSID6022422	4,4'-Diaminobiphenyl methane	DTXCID402422	101-77-9
695	31	DTXSID8022589	Aminoglutethimide	DTXCID202589	125-84-8
696	31	DTXSID4023202	Letrozole	DTXCID503202	112809-51-5
697	31	DTXSID3023845	Acenaphthylene	DTXCID103845	208-96-8
698	31	DTXSID6023868	Hydramethylnon	DTXCID903868	67485-29-4
699	31	DTXSID8023890	Asulam	DTXCID603890	3337-71-1
700	31	DTXSID3023897	Triadimefon	DTXCID403897	43121-43-3
701	31	DTXSID3024235	Flusilazole	DTXCID704235	85509-19-9
702	31	DTXSID4024276	Propargite	DTXCID304276	2312-35-8
703	31	DTXSID3024289	Pyrene	DTXCID804289	129-00-0
704	31	DTXSID6024337	Thiobencarb	DTXCID704337	28249-77-6
705	31	DTXSID6024466	4-Aminobenzoic acid	DTXCID404466	150-13-0
